5,3,768.10,460.63,51.97,126.30,0.93,-1,-1,-1
5,4,1208.27,454.81,72.21,177.62,0.91,-1,-1,-1
5,5,464.34,456.40,50.50,140.03,0.89,-1,-1,-1
5,6,1740.08,519.78,167.63,177.49,0.91,-1,-1,-1
5,7,670.27,467.54,27.67,80.82,0.85,-1,-1,-1
5,8,902.97,490.82,52.59,97.10,0.79,-1,-1,-1
5,9,1283.87,468.83,56.91,153.77,0.88,-1,-1,-1
5,10,969.96,474.36,43.17,105.72,0.81,-1,-1,-1
5,11,222.59,462.42,33.78,74.07,0.80,-1,-1,-1
5,12,1093.16,501.43,77.30,108.15,0.84,-1,-1,-1
5,13,835.20,490.07,69.84,88.49,0.61,-1,-1,-1
5,15,313.98,458.36,40.36,107.49,0.61,-1,-1,-1
6,1,1014.99,457.47,58.05,190.97,0.90,-1,-1,-1
6,2,725.30,459.94,43.66,131.01,0.91,-1,-1,-1
6,3,769.68,460.46,52.85,127.18,0.93,-1,-1,-1
6,4,1208.22,454.47,69.99,177.50,0.90,-1,-1,-1
6,5,465.34,456.38,49.49,138.76,0.90,-1,-1,-1
6,6,1740.08,520.28,167.65,177.04,0.91,-1,-1,-1
6,7,670.07,467.44,28.36,80.51,0.85,-1,-1,-1
6,8,901.73,490.23,53.57,97.66,0.82,-1,-1,-1
6,9,1283.46,468.76,57.78,153.91,0.87,-1,-1,-1
6,10,968.96,475.57,46.22,105.81,0.73,-1,-1,-1
6,11,221.69,461.63,34.41,74.72,0.79,-1,-1,-1
6,12,1093.02,501.51,77.95,107.98,0.83,-1,-1,-1
6,13,834.61,490.52,71.04,87.95,0.81,-1,-1,-1
6,15,314.64,458.15,40.42,106.89,0.68,-1,-1,-1
7,1,1020.52,459.80,56.43,191.45,0.87,-1,-1,-1
7,2,726.20,458.86,43.21,131.95,0.91,-1,-1,-1
7,3,771.16,461.34,53.11,126.54,0.94,-1,-1,-1
7,4,1207.73,454.58,70.11,177.47,0.90,-1,-1,-1
7,5,465.88,455.94,50.13,141.06,0.87,-1,-1,-1
7,6,1740.08,520.20,167.62,177.12,0.91,-1,-1,-1
7,7,669.76,467.89,28.83,80.39,0.86,-1,-1,-1
7,8,901.29,490.04,54.85,97.85,0.82,-1,-1,-1
7,9,1284.22,468.03,57.15,154.42,0.86,-1,-1,-1
7,10,967.70,473.83,45.47,106.32,0.75,-1,-1,-1
7,11,221.27,461.60,34.61,74.00,0.81,-1,-1,-1
7,12,1092.48,501.07,79.12,108.88,0.83,-1,-1,-1
7,13,834.86,490.21,70.53,88.72,0.86,-1,-1,-1
7,15,315.70,458.24,38.95,99.31,0.66,-1,-1,-1
7,17,1250.78,459.68,55.35,159.30,0.73,-1,-1,-1
8,1,1023.09,459.51,59.88,193.41,0.89,-1,-1,-1
8,2,727.44,459.39,43.08,131.82,0.91,-1,-1,-1
8,3,773.06,461.88,51.32,126.31,0.93,-1,-1,-1
8,4,1208.05,455.08,71.09,177.00,0.91,-1,-1,-1
8,5,467.21,456.49,50.37,140.48,0.86,-1,-1,-1
8,6,1740.11,519.70,167.59,177.15,0.91,-1,-1,-1
8,7,669.66,467.81,29.00,80.35,0.85,-1,-1,-1
8,8,901.61,490.44,54.39,97.45,0.82,-1,-1,-1
8,9,1283.59,468.47,56.89,153.67,0.88,-1,-1,-1
8,10,968.63,473.41,47.86,108.85,0.77,-1,-1,-1
8,11,220.13,462.06,34.43,73.26,0.81,-1,-1,-1
8,12,1092.30,500.44,79.54,109.68,0.70,-1,-1,-1
8,13,834.50,489.40,71.26,89.46,0.83,-1,-1,-1
8,15,316.28,458.10,39.63,96.08,0.31,-1,-1,-1
8,17,1250.79,464.53,54.27,154.44,0.69,-1,-1,-1
9,1,1025.74,460.77,63.81,193.62,0.89,-1,-1,-1
9,2,728.33,459.58,43.05,131.76,0.90,-1,-1,-1
9,3,775.13,461.83,49.67,126.69,0.93,-1,-1,-1
9,4,1208.20,455.03,71.44,177.30,0.90,-1,-1,-1
9,5,469.29,456.70,48.62,144.79,0.87,-1,-1,-1
9,6,1740.16,519.99,167.56,177.17,0.90,-1,-1,-1
9,7,670.10,468.01,28.60,79.87,0.86,-1,-1,-1
9,8,901.30,490.59,55.11,96.84,0.83,-1,-1,-1
9,9,1282.91,467.73,58.63,154.31,0.87,-1,-1,-1
9,10,969.90,472.58,47.82,111.13,0.69,-1,-1,-1
9,11,219.07,462.45,34.33,72.53,0.84,-1,-1,-1
9,12,1092.25,500.67,79.69,109.51,0.75,-1,-1,-1
9,13,834.85,489.33,70.60,89.27,0.88,-1,-1,-1
9,15,318.24,455.88,39.50,97.53,0.33,-1,-1,-1
9,17,1250.29,464.95,59.30,156.12,0.34,-1,-1,-1
10,1,1027.41,460.57,69.76,194.54,0.90,-1,-1,-1
10,2,729.50,459.67,43.05,131.27,0.90,-1,-1,-1
10,3,775.80,461.60,49.03,127.29,0.93,-1,-1,-1
10,4,1208.20,454.79,71.56,178.33,0.91,-1,-1,-1
10,5,470.66,456.82,48.46,146.79,0.88,-1,-1,-1
10,6,1740.12,519.87,167.54,177.40,0.91,-1,-1,-1
10,7,670.23,468.10,28.44,79.70,0.86,-1,-1,-1
10,8,901.14,490.45,55.37,97.07,0.77,-1,-1,-1
10,9,1282.62,468.16,59.26,153.62,0.87,-1,-1,-1
10,10,969.91,473.63,45.95,109.71,0.84,-1,-1,-1
10,11,218.67,462.63,32.92,72.73,0.82,-1,-1,-1
10,12,1092.18,500.32,79.73,109.89,0.16,-1,-1,-1
10,13,834.94,489.33,70.35,89.19,0.86,-1,-1,-1
10,15,318.65,454.48,40.14,105.09,0.58,-1,-1,-1
10,17,1249.58,461.42,51.95,151.42,0.60,-1,-1,-1
11,1,1028.71,460.93,73.77,194.38,0.91,-1,-1,-1
11,2,728.88,458.80,43.98,132.90,0.88,-1,-1,-1
11,3,775.90,461.28,49.71,128.42,0.92,-1,-1,-1
11,4,1208.12,455.82,68.90,176.45,0.89,-1,-1,-1
11,5,471.02,458.67,48.88,143.92,0.88,-1,-1,-1
11,6,1740.94,519.79,165.71,176.58,0.91,-1,-1,-1
11,7,669.95,467.68,28.62,80.09,0.86,-1,-1,-1
11,8,901.89,490.39,56.36,95.79,0.75,-1,-1,-1
11,9,1281.97,468.08,58.59,153.82,0.87,-1,-1,-1
11,10,970.29,474.26,44.28,105.96,0.82,-1,-1,-1
11,11,217.66,462.94,31.45,72.35,0.82,-1,-1,-1
11,12,1092.07,499.51,78.84,110.48,0.85,-1,-1,-1
11,13,834.42,489.11,70.26,90.06,0.82,-1,-1,-1
11,15,318.08,460.53,42.31,100.15,0.54,-1,-1,-1
11,17,1253.57,460.55,43.70,141.14,0.64,-1,-1,-1
12,1,1030.50,461.28,75.34,196.54,0.91,-1,-1,-1
12,2,731.43,458.47,41.64,133.06,0.88,-1,-1,-1
12,3,776.90,460.92,49.05,128.84,0.92,-1,-1,-1
12,4,1208.69,455.29,68.81,177.12,0.90,-1,-1,-1
12,5,472.09,458.93,50.87,145.02,0.87,-1,-1,-1
12,6,1741.44,519.98,165.04,176.06,0.89,-1,-1,-1
12,7,669.71,467.52,28.91,80.25,0.86,-1,-1,-1
12,8,903.64,490.60,54.94,95.78,0.78,-1,-1,-1
12,9,1281.43,468.73,59.23,153.45,0.86,-1,-1,-1
12,10,971.46,474.71,42.73,104.55,0.82,-1,-1,-1
12,11,216.69,463.05,30.45,72.22,0.80,-1,-1,-1
12,12,1091.70,499.43,78.50,110.70,0.86,-1,-1,-1
12,13,833.43,488.80,71.14,90.84,0.65,-1,-1,-1
12,15,320.92,465.08,46.55,114.81,0.63,-1,-1,-1
12,17,1253.73,460.62,42.61,140.08,0.64,-1,-1,-1
13,1,1031.02,460.75,76.77,197.29,0.91,-1,-1,-1
13,2,734.67,457.90,38.89,133.54,0.88,-1,-1,-1
13,3,777.69,460.56,49.69,128.98,0.91,-1,-1,-1
13,4,1208.40,454.88,70.58,177.80,0.91,-1,-1,-1
13,5,473.83,459.02,50.26,143.59,0.86,-1,-1,-1
13,6,1741.50,519.63,164.76,175.86,0.89,-1,-1,-1
13,7,670.09,467.46,28.56,80.30,0.86,-1,-1,-1
13,8,903.84,490.91,54.36,95.32,0.79,-1,-1,-1
13,9,1280.72,468.55,59.44,153.75,0.86,-1,-1,-1
13,10,972.33,473.75,41.22,101.30,0.82,-1,-1,-1
13,11,216.68,463.08,29.63,72.17,0.75,-1,-1,-1
13,12,1090.18,499.65,80.17,110.77,0.87,-1,-1,-1
13,13,833.51,489.14,70.55,90.67,0.66,-1,-1,-1
13,15,320.86,467.93,49.55,115.12,0.51,-1,-1,-1
13,17,1251.20,460.69,44.37,139.86,0.61,-1,-1,-1
14,1,1034.28,461.20,74.67,196.63,0.92,-1,-1,-1
14,2,735.91,457.91,38.85,133.71,0.88,-1,-1,-1
14,3,778.97,460.42,49.92,129.02,0.91,-1,-1,-1
14,4,1209.30,454.94,67.66,177.16,0.90,-1,-1,-1
14,5,476.38,459.27,50.48,142.11,0.84,-1,-1,-1
14,6,1740.72,519.04,166.46,177.58,0.90,-1,-1,-1
14,7,670.80,467.66,28.42,80.31,0.85,-1,-1,-1
14,8,902.67,491.24,54.14,95.60,0.83,-1,-1,-1
14,9,1282.81,469.15,57.72,152.50,0.83,-1,-1,-1
14,10,974.13,473.37,39.75,100.12,0.83,-1,-1,-1
14,11,217.30,463.30,28.65,72.16,0.76,-1,-1,-1
14,12,1091.52,499.28,77.22,110.33,0.17,-1,-1,-1
14,13,834.57,489.27,70.32,90.14,0.84,-1,-1,-1
14,15,318.15,469.05,53.29,118.64,0.51,-1,-1,-1
14,17,1254.78,460.27,42.11,131.84,0.62,-1,-1,-1
15,1,1037.58,461.83,72.90,196.80,0.92,-1,-1,-1
15,2,737.64,458.60,38.86,132.87,0.88,-1,-1,-1
15,3,781.16,460.16,49.11,129.48,0.91,-1,-1,-1
15,4,1209.63,455.43,66.54,176.03,0.90,-1,-1,-1
15,5,478.57,459.60,50.57,139.74,0.85,-1,-1,-1
15,6,1740.45,519.06,165.33,178.02,0.87,-1,-1,-1
15,7,671.24,467.75,28.15,80.33,0.85,-1,-1,-1
15,8,902.19,491.38,55.86,95.72,0.78,-1,-1,-1
15,9,1284.06,469.84,56.15,151.60,0.87,-1,-1,-1
15,10,971.98,472.80,42.00,104.73,0.83,-1,-1,-1
15,11,217.70,463.85,28.09,71.71,0.74,-1,-1,-1
15,12,1091.11,500.96,78.80,108.37,0.87,-1,-1,-1
15,13,835.83,489.11,69.34,89.94,0.63,-1,-1,-1
15,15,321.02,467.94,53.47,121.24,0.31,-1,-1,-1
15,17,1249.27,468.11,50.15,144.10,0.80,-1,-1,-1
15,18,724.95,471.15,36.45,113.40,0.77,-1,-1,-1
16,1,1042.60,460.93,70.40,198.16,0.90,-1,-1,-1
16,2,739.03,458.85,37.97,132.54,0.89,-1,-1,-1
16,3,782.29,460.71,48.79,128.74,0.91,-1,-1,-1
16,4,1209.61,455.82,66.14,176.06,0.90,-1,-1,-1
16,5,480.81,459.92,49.70,138.38,0.85,-1,-1,-1
16,6,1741.09,519.06,164.88,178.18,0.85,-1,-1,-1
16,7,671.30,467.54,27.60,80.33,0.85,-1,-1,-1
16,8,902.78,491.19,53.83,95.77,0.78,-1,-1,-1
16,9,1284.39,469.86,55.57,151.71,0.88,-1,-1,-1
16,10,971.54,472.80,41.90,105.52,0.82,-1,-1,-1
16,11,217.56,463.58,27.90,72.45,0.72,-1,-1,-1
16,12,1093.51,502.49,76.69,107.63,0.90,-1,-1,-1
16,13,835.73,489.04,68.97,89.86,0.33,-1,-1,-1
16,15,326.74,466.13,48.13,114.29,0.44,-1,-1,-1
16,17,1253.48,463.72,43.98,133.73,0.61,-1,-1,-1
16,18,725.49,471.42,36.45,113.40,0.82,-1,-1,-1
16,19,1244.70,474.19,55.35,149.18,0.81,-1,-1,-1
17,1,1048.84,460.59,66.73,197.31,0.90,-1,-1,-1
17,2,737.64,458.96,39.50,132.41,0.88,-1,-1,-1
17,3,783.54,460.26,48.67,129.36,0.92,-1,-1,-1
17,4,1209.59,455.75,66.01,176.08,0.90,-1,-1,-1
17,5,482.25,459.14,49.82,138.33,0.86,-1,-1,-1
17,6,1741.33,518.86,164.72,178.01,0.87,-1,-1,-1
17,7,671.29,467.47,27.39,80.33,0.85,-1,-1,-1
17,8,902.55,491.13,53.94,95.79,0.84,-1,-1,-1
17,9,1283.59,470.55,56.26,151.31,0.87,-1,-1,-1
17,10,972.26,471.92,40.96,105.38,0.84,-1,-1,-1
17,11,217.26,463.03,27.62,72.73,0.66,-1,-1,-1
17,12,1092.17,501.94,77.70,109.61,0.80,-1,-1,-1
17,13,835.68,488.80,68.84,90.72,0.58,-1,-1,-1
17,15,328.30,464.92,46.55,114.55,0.56,-1,-1,-1
17,17,1246.82,469.65,50.81,144.27,0.79,-1,-1,-1
17,18,728.18,472.26,32.29,95.19,0.63,-1,-1,-1
18,1,1053.72,460.00,67.18,196.95,0.89,-1,-1,-1
18,2,736.65,459.43,40.95,132.36,0.87,-1,-1,-1
18,3,784.85,459.63,48.62,129.58,0.92,-1,-1,-1
18,4,1209.11,455.26,66.87,176.09,0.90,-1,-1,-1
18,5,484.07,458.60,48.53,136.07,0.86,-1,-1,-1
18,6,1740.48,518.78,166.45,178.83,0.86,-1,-1,-1
18,7,671.05,467.88,27.54,79.88,0.86,-1,-1,-1
18,8,902.00,492.21,52.18,94.46,0.84,-1,-1,-1
18,9,1282.37,469.45,57.41,152.51,0.85,-1,-1,-1
18,10,972.51,473.14,39.70,103.99,0.83,-1,-1,-1
18,11,216.37,462.81,27.99,72.83,0.60,-1,-1,-1
18,12,1101.03,502.16,69.13,99.66,0.64,-1,-1,-1
18,13,835.64,488.92,68.79,90.15,0.78,-1,-1,-1
18,15,330.29,462.89,45.40,117.29,0.29,-1,-1,-1
18,17,1245.08,463.21,54.70,155.38,0.69,-1,-1,-1
18,18,729.62,471.66,29.81,86.45,0.66,-1,-1,-1
19,1,1059.42,458.66,64.66,198.58,0.90,-1,-1,-1
19,2,737.56,458.73,41.51,134.13,0.88,-1,-1,-1
19,3,786.18,459.63,47.71,129.66,0.91,-1,-1,-1
19,4,1208.94,453.95,68.11,177.89,0.90,-1,-1,-1
19,5,484.66,458.20,48.96,136.58,0.81,-1,-1,-1
19,6,1740.20,519.16,167.12,177.36,0.88,-1,-1,-1
19,7,670.71,468.05,27.38,79.71,0.86,-1,-1,-1
19,8,900.88,491.72,53.34,95.31,0.84,-1,-1,-1
19,9,1282.37,468.57,57.86,152.97,0.82,-1,-1,-1
19,10,973.05,473.16,39.25,101.67,0.82,-1,-1,-1
19,11,215.12,462.98,28.81,72.88,0.59,-1,-1,-1
19,12,1106.39,502.00,62.98,94.84,0.67,-1,-1,-1
19,13,835.16,488.98,69.69,90.37,0.85,-1,-1,-1
19,15,329.81,461.27,44.96,120.05,0.21,-1,-1,-1
19,17,1247.45,461.36,57.99,160.08,0.79,-1,-1,-1
19,18,728.83,471.79,33.60,102.32,0.69,-1,-1,-1
20,1,1064.18,457.71,63.71,200.06,0.89,-1,-1,-1
20,2,739.30,459.56,40.84,133.45,0.87,-1,-1,-1
20,3,787.16,459.18,48.27,130.57,0.92,-1,-1,-1
20,4,1208.93,453.90,67.69,178.12,0.90,-1,-1,-1
20,5,486.26,458.03,49.56,139.02,0.86,-1,-1,-1
20,6,1740.13,518.88,167.35,178.58,0.89,-1,-1,-1
20,7,671.12,468.10,27.77,79.65,0.86,-1,-1,-1
20,8,900.99,491.53,52.87,95.19,0.84,-1,-1,-1
20,9,1283.32,466.90,57.13,154.93,0.85,-1,-1,-1
20,10,972.41,473.17,39.99,101.71,0.83,-1,-1,-1
20,11,214.10,462.80,29.35,72.89,0.62,-1,-1,-1
20,12,1107.77,501.24,61.85,92.73,0.33,-1,-1,-1
20,13,835.06,489.22,70.02,90.01,0.81,-1,-1,-1
20,15,327.44,461.50,48.82,131.61,0.35,-1,-1,-1
20,17,1248.49,460.20,58.40,161.00,0.71,-1,-1,-1
20,18,729.17,472.05,30.84,90.11,0.73,-1,-1,-1
20,20,1015.20,461.36,41.85,112.05,0.70,-1,-1,-1
21,1,1068.09,457.12,63.38,200.59,0.90,-1,-1,-1
21,2,740.88,460.54,40.59,132.74,0.88,-1,-1,-1
21,3,789.78,459.00,46.69,130.91,0.91,-1,-1,-1
21,4,1208.99,453.87,67.53,178.21,0.89,-1,-1,-1
21,5,487.77,457.30,50.24,139.94,0.88,-1,-1,-1
21,6,1740.18,518.97,167.44,178.81,0.90,-1,-1,-1
21,7,671.11,467.66,28.59,80.52,0.83,-1,-1,-1
21,8,901.10,491.00,52.69,96.04,0.86,-1,-1,-1
21,9,1284.20,467.82,55.95,153.44,0.87,-1,-1,-1
21,10,970.89,472.48,42.07,103.53,0.82,-1,-1,-1
21,11,212.90,462.28,30.67,73.34,0.79,-1,-1,-1
21,12,1109.65,501.42,60.58,92.03,0.15,-1,-1,-1
21,13,835.52,489.30,69.25,89.87,0.70,-1,-1,-1
21,15,331.61,462.22,44.17,126.15,0.55,-1,-1,-1
21,17,1248.13,466.13,55.03,156.44,0.79,-1,-1,-1
21,18,728.77,472.14,30.79,89.13,0.77,-1,-1,-1
22,1,1071.58,457.37,65.08,200.32,0.90,-1,-1,-1
22,2,742.74,461.36,40.49,131.57,0.89,-1,-1,-1
22,3,790.22,458.73,47.00,131.47,0.91,-1,-1,-1
22,4,1209.42,454.55,68.37,177.79,0.89,-1,-1,-1
22,5,488.68,456.58,51.83,141.63,0.87,-1,-1,-1
22,6,1741.04,519.70,165.68,177.78,0.87,-1,-1,-1
22,7,671.50,467.95,28.45,79.96,0.83,-1,-1,-1
22,8,900.66,491.25,52.63,95.92,0.87,-1,-1,-1
22,9,1282.68,467.97,56.41,153.31,0.86,-1,-1,-1
22,10,970.28,472.24,42.84,105.11,0.81,-1,-1,-1
22,11,212.42,461.87,31.17,73.96,0.81,-1,-1,-1
22,12,1110.67,501.27,60.20,93.21,0.41,-1,-1,-1
22,13,835.65,489.57,68.96,89.81,0.61,-1,-1,-1
22,15,333.46,462.76,41.24,121.91,0.53,-1,-1,-1
22,17,1247.52,467.11,52.73,155.05,0.76,-1,-1,-1
22,18,727.63,472.18,30.79,86.01,0.79,-1,-1,-1
23,1,1076.75,457.02,67.50,201.97,0.92,-1,-1,-1
23,2,743.83,461.22,41.36,131.58,0.89,-1,-1,-1
23,3,791.22,458.63,47.12,132.12,0.91,-1,-1,-1
23,4,1209.57,454.14,67.80,178.07,0.90,-1,-1,-1
23,5,489.63,456.10,55.51,145.81,0.87,-1,-1,-1
23,6,1742.27,519.53,165.01,178.29,0.85,-1,-1,-1
23,7,671.62,468.29,28.40,79.75,0.82,-1,-1,-1
23,8,900.03,490.90,56.19,96.32,0.84,-1,-1,-1
23,9,1282.55,468.25,56.58,152.82,0.88,-1,-1,-1
23,10,970.03,472.15,41.37,105.71,0.65,-1,-1,-1
23,11,212.57,461.27,31.36,74.63,0.80,-1,-1,-1
23,13,835.68,489.22,68.86,90.24,0.66,-1,-1,-1
23,15,335.67,462.97,40.19,120.69,0.64,-1,-1,-1
23,17,1250.46,463.22,51.87,158.52,0.79,-1,-1,-1
23,18,727.20,472.19,30.82,83.62,0.77,-1,-1,-1
24,1,1082.13,456.89,73.71,203.46,0.93,-1,-1,-1
24,2,744.68,461.37,41.68,131.14,0.88,-1,-1,-1
24,3,792.47,458.14,48.06,133.24,0.91,-1,-1,-1
24,4,1209.64,453.75,68.47,178.63,0.90,-1,-1,-1
24,5,490.42,455.91,56.91,146.94,0.89,-1,-1,-1
24,6,1742.74,519.90,164.76,177.58,0.84,-1,-1,-1
24,7,671.70,467.95,28.38,80.12,0.82,-1,-1,-1
24,8,900.26,490.76,57.50,96.91,0.84,-1,-1,-1
24,9,1282.97,467.69,55.76,153.52,0.89,-1,-1,-1
24,10,969.07,471.22,40.79,103.27,0.44,-1,-1,-1
24,11,212.35,460.81,31.87,75.33,0.80,-1,-1,-1
24,13,836.17,489.53,68.82,89.95,0.77,-1,-1,-1
24,15,336.67,463.47,38.91,115.74,0.63,-1,-1,-1
24,17,1250.23,458.22,51.54,163.33,0.70,-1,-1,-1
24,18,728.00,471.70,30.85,84.82,0.68,-1,-1,-1
25,1,1084.52,455.53,82.08,205.77,0.93,-1,-1,-1
25,2,746.29,460.31,41.81,133.21,0.89,-1,-1,-1
25,3,793.79,458.20,48.42,132.76,0.90,-1,-1,-1
25,4,1209.66,453.39,69.62,179.27,0.90,-1,-1,-1
25,5,491.33,455.65,57.00,148.22,0.89,-1,-1,-1
25,6,1741.99,520.03,164.67,175.52,0.78,-1,-1,-1
25,7,671.49,468.06,28.59,80.25,0.81,-1,-1,-1
25,8,899.92,490.27,59.76,97.58,0.84,-1,-1,-1
25,9,1284.47,467.70,55.45,154.23,0.88,-1,-1,-1
25,10,968.26,471.78,41.48,103.23,0.66,-1,-1,-1
25,11,211.63,460.45,32.28,75.58,0.75,-1,-1,-1
25,13,836.79,489.88,68.81,89.39,0.85,-1,-1,-1
25,15,337.55,463.23,38.58,114.26,0.50,-1,-1,-1
25,17,1248.78,456.76,53.21,165.13,0.65,-1,-1,-1
25,18,728.28,471.78,30.88,83.92,0.58,-1,-1,-1
26,1,1085.87,455.87,92.94,206.62,0.93,-1,-1,-1
26,2,746.91,461.20,41.85,132.21,0.88,-1,-1,-1
26,3,797.84,459.52,44.99,130.34,0.89,-1,-1,-1
26,4,1209.72,453.45,68.27,178.63,0.90,-1,-1,-1
26,5,492.99,455.50,56.57,145.16,0.85,-1,-1,-1
26,6,1741.77,520.06,164.64,176.10,0.72,-1,-1,-1
26,7,671.90,466.94,28.23,81.20,0.85,-1,-1,-1
26,8,899.84,489.61,59.74,97.83,0.85,-1,-1,-1
26,9,1284.63,467.23,57.13,154.94,0.87,-1,-1,-1
26,10,965.35,470.39,41.73,102.32,0.70,-1,-1,-1
26,11,211.95,460.70,31.76,75.23,0.74,-1,-1,-1
26,13,836.61,489.96,68.81,89.18,0.69,-1,-1,-1
26,15,337.86,463.08,39.62,119.12,0.51,-1,-1,-1
26,17,1248.75,456.40,53.82,164.46,0.76,-1,-1,-1
26,18,728.88,471.76,30.90,83.22,0.66,-1,-1,-1
27,1,1088.78,455.84,98.95,207.35,0.92,-1,-1,-1
27,2,747.05,459.80,42.76,133.61,0.88,-1,-1,-1
27,3,798.82,459.63,45.50,130.76,0.89,-1,-1,-1
27,4,1210.14,453.52,67.76,178.82,0.91,-1,-1,-1
27,5,494.63,456.41,55.94,143.49,0.86,-1,-1,-1
27,6,1743.44,520.78,162.86,168.51,0.68,-1,-1,-1
27,7,672.00,466.35,28.53,82.00,0.84,-1,-1,-1
27,8,900.21,489.85,64.11,97.47,0.85,-1,-1,-1
27,9,1285.09,467.33,56.87,154.32,0.89,-1,-1,-1
27,10,961.99,465.44,42.72,104.23,0.71,-1,-1,-1
27,11,212.26,460.20,30.67,75.53,0.79,-1,-1,-1
27,13,836.49,490.05,68.81,88.66,0.63,-1,-1,-1
27,15,337.43,462.87,40.01,116.93,0.45,-1,-1,-1
27,17,1249.15,455.90,52.28,163.70,0.78,-1,-1,-1
27,18,729.04,472.27,30.02,82.58,0.67,-1,-1,-1
28,1,1089.82,457.41,103.05,205.82,0.93,-1,-1,-1
28,2,748.81,459.95,42.21,132.81,0.88,-1,-1,-1
28,3,798.67,460.13,47.48,130.91,0.90,-1,-1,-1
28,4,1210.28,453.79,68.46,178.45,0.91,-1,-1,-1
28,5,496.51,456.98,54.35,145.99,0.85,-1,-1,-1
28,6,1744.05,520.39,160.39,173.13,0.71,-1,-1,-1
28,7,672.46,466.58,28.20,81.41,0.86,-1,-1,-1
28,8,900.33,489.30,63.17,98.23,0.85,-1,-1,-1
28,9,1284.35,465.60,56.77,156.31,0.89,-1,-1,-1
